"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","CHE","Switzerland","2015","2015",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","CHE","Switzerland","2016","2016",100,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","CHE","Switzerland","2010","2010",7780,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","CHE","Switzerland","2011","2011",7863,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","CHE","Switzerland","2012","2012",7953,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","CHE","Switzerland","2013","2013",8046,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","CHE","Switzerland","2014","2014",8147,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","CHE","Switzerland","2015","2015",8245,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","CHE","Switzerland","2016","2016",8334,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2010","2010",96.2,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2011","2011",97.6,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2012","2012",98.2,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2013","2013",98,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2014","2014",98.4,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2015","2015",98.4,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2016","2016",98.2,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","TUR","Turkey","2017","2017",99.2,"P","Provisional value"
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2010","2010",70921.7,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2011","2011",72954.3,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2012","2012",74256.3,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2013","2013",75140.7,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2014","2014",76445.7,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2015","2015",77510.2,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2016","2016",78394.7,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","TUR","Turkey","2017","2017",80199.3,"P","Provisional value"
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","GBR","United Kingdom","2010","2010",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","GBR","United Kingdom","2011","2011",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","GBR","United Kingdom","2012","2012",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","GBR","United Kingdom","2013","2013",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","GBR","United Kingdom","2014","2014",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","GBR","United Kingdom","2015","2015",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","GBR","United Kingdom","2016","2016",100,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","GBR","United Kingdom","2010","2010",62262,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","GBR","United Kingdom","2011","2011",63285,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","GBR","United Kingdom","2012","2012",63705,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","GBR","United Kingdom","2013","2013",64106,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","GBR","United Kingdom","2014","2014",64600,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","GBR","United Kingdom","2015","2015",65110,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","GBR","United Kingdom","2016","2016",65648,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","USA","United States","2010","2010",30.8,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","USA","United States","2011","2011",31.8,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","USA","United States","2012","2012",32.6,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","USA","United States","2013","2013",33,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","USA","United States","2014","2014",34.5,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","USA","United States","2015","2015",35.6,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","USA","United States","2016","2016",36.3,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","USA","United States","2010","2010",93092,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","USA","United States","2011","2011",97345,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","USA","United States","2012","2012",100502,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","USA","United States","2013","2013",102574,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","USA","United States","2014","2014",107383.5,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","USA","United States","2015","2015",112355,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","USA","United States","2016","2016",115603,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2010","2010",94.5,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2011","2011",94,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2012","2012",93.7,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2013","2013",93.6,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2014","2014",93.9,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2015","2015",94,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2016","2016",94,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","EST","Estonia","2017","2017",94.1,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2010","2010",1256.2,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2011","2011",1245.5,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2012","2012",1237.1,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2013","2013",1231.2,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2014","2014",1232.8,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2015","2015",1237.3,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2016","2016",1237.3,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","EST","Estonia","2017","2017",1240.9,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2010","2010",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2011","2011",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2012","2012",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2013","2013",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2014","2014",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2015","2015",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2016","2016",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","ISR","Israel","2017","2017",100,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2010","2010",7630,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2011","2011",7756.7,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2012","2012",7901.1,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2013","2013",8044.6,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2014","2014",8202,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2015","2015",8325.3,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2016","2016",8472.5,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","ISR","Israel","2017","2017",8624.7,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","SVN","Slovenia","2010","2010",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","SVN","Slovenia","2011","2011",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","SVN","Slovenia","2012","2012",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","SVN","Slovenia","2013","2013",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","SVN","Slovenia","2014","2014",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","SVN","Slovenia","2015","2015",100,,
"COVGCSHO","In-patient and acute care","TOTPOPTX","% of total population","SVN","Slovenia","2016","2016",100,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","SVN","Slovenia","2010","2010",2059,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","SVN","Slovenia","2011","2011",2063.7,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","SVN","Slovenia","2012","2012",2076.3,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","SVN","Slovenia","2013","2013",2079.1,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","SVN","Slovenia","2014","2014",2076.2,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","SVN","Slovenia","2015","2015",2080.7,,
"COVGCSHO","In-patient and acute care","EFFPEREF","Thousands of persons","SVN","Slovenia","2016","2016",2086.2,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2010","2010",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2011","2011",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2012","2012",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2013","2013",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2014","2014",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2015","2015",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2016","2016",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUS","Australia","2017","2017",100,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2010","2010",22032,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2011","2011",22340,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2012","2012",22742,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2013","2013",23146,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2014","2014",23504,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2015","2015",23851,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2016","2016",24211,"E","Estimated value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUS","Australia","2017","2017",24599,"E","Estimated value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUT","Austria","2010","2010",99.3,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUT","Austria","2011","2011",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUT","Austria","2012","2012",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUT","Austria","2013","2013",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUT","Austria","2014","2014",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUT","Austria","2015","2015",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","AUT","Austria","2016","2016",99.9,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUT","Austria","2010","2010",8388,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUT","Austria","2011","2011",8412,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUT","Austria","2012","2012",8426,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUT","Austria","2013","2013",8477,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUT","Austria","2014","2014",8535,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUT","Austria","2015","2015",8621,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","AUT","Austria","2016","2016",8731,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","BEL","Belgium","2010","2010",99,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","BEL","Belgium","2011","2011",99,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","BEL","Belgium","2012","2012",99,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","BEL","Belgium","2013","2013",99,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",99,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",99,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",99,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","BEL","Belgium","2010","2010",10735,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","BEL","Belgium","2011","2011",10824,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","BEL","Belgium","2012","2012",10952,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","BEL","Belgium","2013","2013",11013,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","BEL","Belgium","2014","2014",11063,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","BEL","Belgium","2015","2015",11114.3,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","BEL","Belgium","2016","2016",11180,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2010","2010",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2011","2011",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2012","2012",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2013","2013",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2014","2014",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2015","2015",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2016","2016",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CAN","Canada","2017","2017",100,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2010","2010",34005,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2011","2011",34343,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2012","2012",34751,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2013","2013",35152,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2014","2014",35535,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2015","2015",35833,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2016","2016",36265,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CAN","Canada","2017","2017",36708,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",100,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2010","2010",10387,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2011","2011",10394,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2012","2012",10513,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2013","2013",10406,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2014","2014",10413,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2015","2015",10422,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","CZE","Czech Republic","2016","2016",10444,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",100,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2010","2010",5544,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2011","2011",5567,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2012","2012",5587,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2013","2013",5609,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2014","2014",5640,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2015","2015",5660,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2016","2016",5707.3,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DNK","Denmark","2017","2017",5748.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FIN","Finland","2010","2010",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FIN","Finland","2011","2011",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FIN","Finland","2012","2012",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FIN","Finland","2013","2013",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FIN","Finland","2014","2014",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FIN","Finland","2015","2015",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FIN","Finland","2016","2016",100,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FIN","Finland","2010","2010",5363,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FIN","Finland","2011","2011",5388,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FIN","Finland","2012","2012",5414,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FIN","Finland","2013","2013",5439,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FIN","Finland","2014","2014",5471.8,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FIN","Finland","2015","2015",5487.3,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FIN","Finland","2016","2016",5511.6,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2010","2010",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2011","2011",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2012","2012",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2013","2013",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2014","2014",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2015","2015",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2016","2016",99.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","FRA","France","2017","2017",99.9,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2010","2010",64708.4,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2011","2011",65022.2,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2012","2012",65337.6,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2013","2013",65670.1,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2014","2014",66224.1,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2015","2015",66523.1,"P","Provisional value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2016","2016",66791.5,"P","Provisional value"
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","FRA","France","2017","2017",67003.1,"P","Provisional value"
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DEU","Germany","2010","2010",88.9,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DEU","Germany","2011","2011",88.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DEU","Germany","2012","2012",88.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DEU","Germany","2013","2013",89,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DEU","Germany","2014","2014",89.1,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DEU","Germany","2015","2015",89.2,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","DEU","Germany","2016","2016",89.3,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DEU","Germany","2010","2010",71359,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DEU","Germany","2011","2011",71286,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DEU","Germany","2012","2012",71457,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DEU","Germany","2013","2013",71743,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DEU","Germany","2014","2014",72136,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DEU","Germany","2015","2015",72887,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","DEU","Germany","2016","2016",73563,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","GRC","Greece","2015","2015",86,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","GRC","Greece","2016","2016",100,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","GRC","Greece","2017","2017",100,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","GRC","Greece","2015","2015",9269,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","HUN","Hungary","2010","2010",97,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","HUN","Hungary","2011","2011",96,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","HUN","Hungary","2012","2012",96,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","HUN","Hungary","2013","2013",96,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","HUN","Hungary","2014","2014",95,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","HUN","Hungary","2015","2015",95,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","HUN","Hungary","2016","2016",95,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","HUN","Hungary","2010","2010",9682,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","HUN","Hungary","2011","2011",9618,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","HUN","Hungary","2012","2012",9509,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","HUN","Hungary","2013","2013",9467,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","HUN","Hungary","2014","2014",9384,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","HUN","Hungary","2015","2015",9317,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","HUN","Hungary","2016","2016",9298,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2010","2010",99.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2011","2011",99.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2012","2012",99.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2013","2013",99.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2014","2014",99.8,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2015","2015",99.7,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2016","2016",99.6,,
"COVGCSAM","Out-patient medical care","TOTPOPTX","% of total population","ISL","Iceland","2017","2017",99.5,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","ISL","Iceland","2010","2010",318,,
"COVGCSAM","Out-patient medical care","EFFPEREF","Thousands of persons","ISL","Iceland","2011","2011",319,,
